entity,kind,resource,evidence,scope
test/web_persistence/test_identity_self_service.py::test_challenge_rotation_expiry_and_invalid_code,SQL_WRITE,postgresql:identity_binding_challenges,test/web_persistence/test_identity_self_service.py:144,DIRECT_SQL_LITERAL
test/web_persistence/test_identity_self_service.py::test_challenge_rotation_expiry_and_invalid_code,SQL_WRITE,postgresql:identity_binding_challenges,test/web_persistence/test_identity_self_service.py:149,DIRECT_SQL_LITERAL
test/web_persistence/test_identity_self_service.py::test_web_account_with_business_data_is_not_auto_consolidated,SQL_WRITE,postgresql:conversations,test/web_persistence/test_identity_self_service.py:194,DIRECT_SQL_LITERAL
test/web_persistence/test_identity_self_service.py::test_challenge_rotation_expiry_and_invalid_code,SQL_READ,postgresql:identity_binding_challenges,test/web_persistence/test_identity_self_service.py:156,DIRECT_SQL_LITERAL
test/web_persistence/test_identity_self_service.py::test_registration_and_postgres_login_are_atomic_and_normalized,SQL_READ,postgresql:accounts,test/web_persistence/test_identity_self_service.py:49,DIRECT_SQL_LITERAL
test/web_persistence/test_identity_self_service.py::test_registration_and_postgres_login_are_atomic_and_normalized,SQL_READ,postgresql:web_credentials,test/web_persistence/test_identity_self_service.py:50,DIRECT_SQL_LITERAL
test/web_persistence/test_identity_self_service.py::test_registration_and_postgres_login_are_atomic_and_normalized,SQL_READ,postgresql:accounts,test/web_persistence/test_identity_self_service.py:53,DIRECT_SQL_LITERAL
test/web_persistence/test_identity_self_service.py::test_registration_password_policy_leaves_no_partial_account,SQL_READ,postgresql:accounts,test/web_persistence/test_identity_self_service.py:65,DIRECT_SQL_LITERAL
test/web_persistence/test_identity_self_service.py::test_binding_unbound_qq_and_single_use,SQL_READ,postgresql:identity_bindings,test/web_persistence/test_identity_self_service.py:107,DIRECT_SQL_LITERAL
test/web_persistence/test_identity_self_service.py::test_concurrent_challenge_consume_is_idempotent,SQL_READ,postgresql:identity_bindings,test/web_persistence/test_identity_self_service.py:129,DIRECT_SQL_LITERAL
test/web_persistence/test_identity_self_service.py::test_empty_web_account_consolidates_into_existing_qq_account,SQL_READ,postgresql:identity_bindings,test/web_persistence/test_identity_self_service.py:180,DIRECT_SQL_LITERAL
test/web_persistence/test_identity_self_service.py::test_empty_web_account_consolidates_into_existing_qq_account,SQL_READ,postgresql:accounts,test/web_persistence/test_identity_self_service.py:183,DIRECT_SQL_LITERAL
test/web_persistence/test_identity_self_service.py::test_web_account_with_business_data_is_not_auto_consolidated,SQL_READ,postgresql:identity_bindings,test/web_persistence/test_identity_self_service.py:205,DIRECT_SQL_LITERAL
test/web_persistence/test_identity_self_service.py::test_web_account_with_business_data_is_not_auto_consolidated,SQL_READ,postgresql:accounts,test/web_persistence/test_identity_self_service.py:208,DIRECT_SQL_LITERAL
test/web_persistence/test_memory_retention.py::test_load_completed_run_only_returns_completed,SQL_READ,postgresql:runs,test/web_persistence/test_memory_retention.py:52,DIRECT_SQL_LITERAL
test/web_persistence/test_memory_retention.py::test_hindsight_failure_leaves_run_completed_and_surfaces_accepted_false,SQL_READ,postgresql:runs,test/web_persistence/test_memory_retention.py:108,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::_running,SQL_WRITE,postgresql:hpagent.runs,test/web_persistence/test_outbox_and_lifecycle.py:22,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_010_terminal_failure_before_outbox_rolls_back,SQL_WRITE,postgresql:runs,test/web_persistence/test_outbox_and_lifecycle.py:85,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_010_terminal_failure_before_outbox_rolls_back,SQL_WRITE,postgresql:messages,test/web_persistence/test_outbox_and_lifecycle.py:88,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_010_terminal_failure_before_outbox_rolls_back,SQL_WRITE,postgresql:runs,test/web_persistence/test_outbox_and_lifecycle.py:93,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_024_expired_lease_recovery_keeps_single_outbox_and_deterministic_id,SQL_WRITE,postgresql:outbox_events,test/web_persistence/test_outbox_and_lifecycle.py:269,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_028_recovery_never_steals_other_consumers_leases,SQL_WRITE,postgresql:outbox_events,test/web_persistence/test_outbox_and_lifecycle.py:382,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_026_dispatcher_crash_after_claim_recovers_and_dispatches_once,SQL_WRITE,postgresql:outbox_events,test/web_persistence/test_outbox_and_lifecycle.py:418,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_012_expired_lease_returns_to_pending,SQL_READ,postgresql:outbox_events,test/web_persistence/test_outbox_and_lifecycle.py:124,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_020_start_and_cancel_converge_without_duplicate_execution.schedule,SQL_READ,postgresql:conversations,test/web_persistence/test_outbox_and_lifecycle.py:164,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_020_start_and_cancel_converge_without_duplicate_execution,SQL_WRITE,postgresql:workflow_executions,test/web_persistence/test_outbox_and_lifecycle.py:187,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_terminal_outbox_carries_stable_event_id,SQL_READ,postgresql:outbox_events,test/web_persistence/test_outbox_and_lifecycle.py:243,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_025_killed_worker_lease_recovered_by_replacement_dispatcher,SQL_WRITE,postgresql:outbox_events,test/web_persistence/test_outbox_and_lifecycle.py:336,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_013_late_completion_cannot_overwrite_failed,SQL_READ,postgresql:runs,test/web_persistence/test_outbox_and_lifecycle.py:138,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_020_start_and_cancel_converge_without_duplicate_execution.schedule,SQL_WRITE,postgresql:workflow_executions,test/web_persistence/test_outbox_and_lifecycle.py:172,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_020_start_and_cancel_converge_without_duplicate_execution,SQL_READ,postgresql:runs,test/web_persistence/test_outbox_and_lifecycle.py:182,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_021_start_dead_letter_converges_run,SQL_READ,postgresql:runs,test/web_persistence/test_outbox_and_lifecycle.py:212,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_024_expired_lease_recovery_keeps_single_outbox_and_deterministic_id,SQL_READ,postgresql:outbox_events,test/web_persistence/test_outbox_and_lifecycle.py:277,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_028_recovery_never_steals_other_consumers_leases,SQL_READ,postgresql:outbox_events,test/web_persistence/test_outbox_and_lifecycle.py:390,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_008_concurrent_retry_returns_one_child,SQL_READ,postgresql:hpagent.idempotency_commands,test/web_persistence/test_outbox_and_lifecycle.py:72,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_010_terminal_failure_before_outbox_rolls_back,SQL_READ,postgresql:runs,test/web_persistence/test_outbox_and_lifecycle.py:96,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_010_terminal_failure_before_outbox_rolls_back,SQL_READ,postgresql:messages,test/web_persistence/test_outbox_and_lifecycle.py:98,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_019_cancel_queued_before_start_is_terminal,SQL_READ,postgresql:workflow_executions,test/web_persistence/test_outbox_and_lifecycle.py:151,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_020_start_and_cancel_converge_without_duplicate_execution.schedule,SQL_READ,postgresql:runs,test/web_persistence/test_outbox_and_lifecycle.py:168,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_020_start_and_cancel_converge_without_duplicate_execution,SQL_READ,postgresql:runs,test/web_persistence/test_outbox_and_lifecycle.py:192,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_020_start_and_cancel_converge_without_duplicate_execution,SQL_READ,postgresql:workflow_executions,test/web_persistence/test_outbox_and_lifecycle.py:194,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_021_start_dead_letter_converges_run,SQL_READ,postgresql:outbox_events,test/web_persistence/test_outbox_and_lifecycle.py:215,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_022_terminal_dead_letter_does_not_revert_completed,SQL_READ,postgresql:runs,test/web_persistence/test_outbox_and_lifecycle.py:233,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_024_expired_lease_recovery_keeps_single_outbox_and_deterministic_id,SQL_READ,postgresql:outbox_events,test/web_persistence/test_outbox_and_lifecycle.py:288,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_026_dispatcher_crash_after_claim_recovers_and_dispatches_once,SQL_READ,postgresql:workflow_executions,test/web_persistence/test_outbox_and_lifecycle.py:452,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_026_dispatcher_crash_after_claim_recovers_and_dispatches_once,SQL_READ,postgresql:outbox_events,test/web_persistence/test_outbox_and_lifecycle.py:455,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_026_dispatcher_crash_after_claim_recovers_and_dispatches_once,SQL_READ,postgresql:outbox_events,test/web_persistence/test_outbox_and_lifecycle.py:459,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_027_lifecycle_txn_failure_rolls_back_atomically,SQL_READ,postgresql:runs,test/web_persistence/test_outbox_and_lifecycle.py:484,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_027_lifecycle_txn_failure_rolls_back_atomically,SQL_READ,postgresql:messages,test/web_persistence/test_outbox_and_lifecycle.py:487,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_027_lifecycle_txn_failure_rolls_back_atomically,SQL_READ,postgresql:outbox_events,test/web_persistence/test_outbox_and_lifecycle.py:491,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_008_concurrent_retry_returns_one_child,SQL_READ,postgresql:hpagent.runs,test/web_persistence/test_outbox_and_lifecycle.py:68,DIRECT_SQL_LITERAL
test/web_persistence/test_outbox_and_lifecycle.py::test_db_025_killed_worker_lease_recovered_by_replacement_dispatcher,SQL_READ,postgresql:outbox_events,test/web_persistence/test_outbox_and_lifecycle.py:348,DIRECT_SQL_LITERAL
test/web_persistence/test_permissions.py::test_worker_can_read_identity_bindings_after_009,SQL_READ,postgresql:identity_bindings,test/web_persistence/test_permissions.py:43,DIRECT_SQL_LITERAL
test/web_persistence/test_permissions.py::test_worker_has_narrow_identity_control_plane_write,SQL_WRITE,postgresql:identity_bindings,test/web_persistence/test_permissions.py:50,DIRECT_SQL_LITERAL
test/web_persistence/test_permissions.py::test_api_cannot_forge_workflow_execution,SQL_WRITE,postgresql:hpagent.workflow_executions,test/web_persistence/test_permissions.py:26,DIRECT_SQL_LITERAL
test/web_persistence/test_permissions.py::test_worker_cannot_modify_web_auth_sessions,SQL_READ,postgresql:hpagent.web_auth_sessions,test/web_persistence/test_permissions.py:36,DIRECT_SQL_LITERAL
test/web_persistence/test_permissions.py::test_worker_has_narrow_identity_control_plane_write,SQL_WRITE,postgresql:accounts,test/web_persistence/test_permissions.py:53,DIRECT_SQL_LITERAL
test/web_persistence/test_permissions.py::test_artifact_runtime_permissions_are_split_by_responsibility,SQL_WRITE,postgresql:hpagent.artifact_versions,test/web_persistence/test_permissions.py:63,DIRECT_SQL_LITERAL
test/web_persistence/test_permissions.py::test_artifact_runtime_permissions_are_split_by_responsibility,SQL_WRITE,postgresql:hpagent.artifacts,test/web_persistence/test_permissions.py:68,DIRECT_SQL_LITERAL
test/web_persistence/test_permissions.py::test_runtime_roles_cannot_modify_migration_history,SQL_WRITE,postgresql:hpagent.schema_migrations,test/web_persistence/test_permissions.py:18,LEXICAL_EFFECT_CANDIDATE
test/web_persistence/test_persistent_web_files.py::test_create_retry_and_overwrite_approval_are_exact_and_tenant_scoped,SQL_WRITE,postgresql:hpagent.accounts,test/web_persistence/test_persistent_web_files.py:91,DIRECT_SQL_LITERAL
test/web_persistence/test_persistent_web_files.py::test_destination_change_after_approval_fails_closed,SQL_WRITE,postgresql:hpagent.persistent_file_destinations,test/web_persistence/test_persistent_web_files.py:180,DIRECT_SQL_LITERAL
test/web_persistence/test_persistent_web_files.py::test_create_retry_and_overwrite_approval_are_exact_and_tenant_scoped,SQL_READ,postgresql:hpagent.persistent_file_destinations,test/web_persistence/test_persistent_web_files.py:68,DIRECT_SQL_LITERAL
test/web_persistence/test_persistent_web_files.py::test_create_retry_and_overwrite_approval_are_exact_and_tenant_scoped,SQL_READ,postgresql:hpagent.persistent_file_revisions,test/web_persistence/test_persistent_web_files.py:68,DIRECT_SQL_LITERAL
test/web_persistence/test_persistent_web_files.py::test_create_retry_and_overwrite_approval_are_exact_and_tenant_scoped,SQL_READ,postgresql:hpagent.file_action_approvals,test/web_persistence/test_persistent_web_files.py:77,DIRECT_SQL_LITERAL
test/web_persistence/test_persistent_web_files.py::test_recoverable_grant_cas_and_immutable_history,SQL_READ,postgresql:hpagent.file_action_approvals,test/web_persistence/test_persistent_web_files.py:125,DIRECT_SQL_LITERAL
test/web_persistence/test_persistent_web_files.py::test_recoverable_grant_cas_and_immutable_history,SQL_READ,postgresql:hpagent.persistent_file_revisions,test/web_persistence/test_persistent_web_files.py:152,DIRECT_SQL_LITERAL
test/web_persistence/test_persistent_web_files.py::test_recoverable_grant_cas_and_immutable_history,SQL_READ,postgresql:hpagent.stored_files,test/web_persistence/test_persistent_web_files.py:159,DIRECT_SQL_LITERAL
test/web_persistence/test_persistent_web_files.py::test_approved_executor_reconciles_ack_loss_without_duplicate_revision,SQL_READ,postgresql:hpagent.persistent_file_revisions,test/web_persistence/test_persistent_web_files.py:239,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_hardening.py::test_migration_checksum_rejects_changed_history,SQL_WRITE,postgresql:schema_migrations,test/web_persistence/test_phase_a_hardening.py:120,LEXICAL_EFFECT_CANDIDATE
test/web_persistence/test_phase_a_hardening.py::test_retryable_outbox_failure_honors_owner_and_schedule,SQL_WRITE,postgresql:outbox_events,test/web_persistence/test_phase_a_hardening.py:390,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_hardening.py::test_migration_checksum_rejects_changed_history,SQL_WRITE,postgresql:schema_migrations,test/web_persistence/test_phase_a_hardening.py:127,LEXICAL_EFFECT_CANDIDATE
test/web_persistence/test_phase_a_hardening.py::test_trigger_old_new_paths_support_legal_insert_update_delete,SQL_WRITE,postgresql:identity_bindings,test/web_persistence/test_phase_a_hardening.py:139,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_hardening.py::test_trigger_old_new_paths_support_legal_insert_update_delete,SQL_WRITE,postgresql:web_auth_sessions,test/web_persistence/test_phase_a_hardening.py:145,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_hardening.py::test_trigger_old_new_paths_support_legal_insert_update_delete,SQL_WRITE,postgresql:web_auth_sessions,test/web_persistence/test_phase_a_hardening.py:152,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_hardening.py::test_trigger_old_new_paths_support_legal_insert_update_delete,SQL_WRITE,postgresql:identity_bindings,test/web_persistence/test_phase_a_hardening.py:157,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_hardening.py::test_trigger_old_new_paths_support_legal_insert_update_delete,SQL_WRITE,postgresql:web_auth_sessions,test/web_persistence/test_phase_a_hardening.py:162,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_hardening.py::test_trigger_old_new_paths_support_legal_insert_update_delete,SQL_WRITE,postgresql:identity_bindings,test/web_persistence/test_phase_a_hardening.py:165,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_hardening.py::test_trigger_old_new_paths_support_legal_insert_update_delete,SQL_WRITE,postgresql:sessions,test/web_persistence/test_phase_a_hardening.py:170,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_hardening.py::test_trigger_old_new_paths_support_legal_insert_update_delete,SQL_WRITE,postgresql:sessions,test/web_persistence/test_phase_a_hardening.py:175,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_hardening.py::test_trigger_old_new_paths_support_legal_insert_update_delete,SQL_WRITE,postgresql:sessions,test/web_persistence/test_phase_a_hardening.py:178,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_hardening.py::test_trigger_old_new_paths_support_legal_insert_update_delete,SQL_WRITE,postgresql:outbox_events,test/web_persistence/test_phase_a_hardening.py:181,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_hardening.py::test_trigger_old_new_paths_support_legal_insert_update_delete,SQL_WRITE,postgresql:messages,test/web_persistence/test_phase_a_hardening.py:182,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_hardening.py::test_trigger_old_new_paths_support_legal_insert_update_delete,SQL_WRITE,postgresql:run_usage_ledger,test/web_persistence/test_phase_a_hardening.py:183,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_hardening.py::test_trigger_old_new_paths_support_legal_insert_update_delete,SQL_WRITE,postgresql:run_budgets,test/web_persistence/test_phase_a_hardening.py:184,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_hardening.py::test_trigger_old_new_paths_support_legal_insert_update_delete,SQL_WRITE,postgresql:runs,test/web_persistence/test_phase_a_hardening.py:185,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_hardening.py::test_retry_child_revalidates_source_status,SQL_WRITE,postgresql:runs,test/web_persistence/test_phase_a_hardening.py:199,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_hardening.py::test_retry_child_revalidates_source_context,SQL_WRITE,postgresql:runs,test/web_persistence/test_phase_a_hardening.py:213,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_hardening.py::test_retry_child_revalidates_source_trigger_change,SQL_WRITE,postgresql:messages,test/web_persistence/test_phase_a_hardening.py:236,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_hardening.py::test_retry_child_revalidates_source_trigger_change,SQL_WRITE,postgresql:runs,test/web_persistence/test_phase_a_hardening.py:241,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_hardening.py::test_terminal_run_and_message_cannot_revert,SQL_WRITE,postgresql:runs,test/web_persistence/test_phase_a_hardening.py:287,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_hardening.py::test_terminal_run_and_message_cannot_revert,SQL_WRITE,postgresql:messages,test/web_persistence/test_phase_a_hardening.py:289,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_hardening.py::test_failed_run_cannot_convert_to_completed,SQL_WRITE,postgresql:runs,test/web_persistence/test_phase_a_hardening.py:302,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_hardening.py::test_terminal_run_and_message_cannot_revert,SQL_WRITE,postgresql:hpagent.runs,test/web_persistence/test_phase_a_hardening.py:271,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_hardening.py::test_outbox_claim_filters_owned_types_and_does_not_block,SQL_WRITE,postgresql:outbox_events,test/web_persistence/test_phase_a_hardening.py:345,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_hardening.py::test_idempotency_freezes_http_status_and_full_send_result,SQL_READ,postgresql:idempotency_commands,test/web_persistence/test_phase_a_hardening.py:421,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_hardening.py::test_migration_checksum_rejects_changed_history,SQL_READ,postgresql:schema_migrations,test/web_persistence/test_phase_a_hardening.py:117,LEXICAL_EFFECT_CANDIDATE
test/web_persistence/test_phase_a_hardening.py::test_outbox_dead_letter_requires_current_lease,SQL_READ,postgresql:outbox_events,test/web_persistence/test_phase_a_hardening.py:311,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_hardening.py::test_concurrent_migration_is_locked_and_all_checksums_are_recorded,SQL_READ,postgresql:schema_migrations,test/web_persistence/test_phase_a_hardening.py:110,LEXICAL_EFFECT_CANDIDATE
test/web_persistence/test_phase_a_hardening.py::test_retry_child_revalidates_source_trigger_change,SQL_WRITE,postgresql:conversations,test/web_persistence/test_phase_a_hardening.py:231,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_hardening.py::test_legal_failed_source_and_retry_commit,SQL_READ,postgresql:runs,test/web_persistence/test_phase_a_hardening.py:254,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_hardening.py::test_terminal_run_and_message_cannot_revert,SQL_READ,postgresql:messages,test/web_persistence/test_phase_a_hardening.py:281,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_hardening.py::test_idempotency_freezes_http_status_and_full_send_result,SQL_READ,postgresql:outbox_events,test/web_persistence/test_phase_a_hardening.py:428,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_hardening.py::test_retry_freezes_complete_result,SQL_READ,postgresql:idempotency_commands,test/web_persistence/test_phase_a_hardening.py:445,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_db_002_run_cannot_reference_other_conversation_message,SQL_WRITE,postgresql:accounts,test/web_persistence/test_phase_a_invariants.py:31,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_db_002_run_cannot_reference_other_conversation_message,SQL_WRITE,postgresql:conversations,test/web_persistence/test_phase_a_invariants.py:34,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_db_002_run_cannot_reference_other_conversation_message,SQL_WRITE,postgresql:sessions,test/web_persistence/test_phase_a_invariants.py:39,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_db_002_run_cannot_reference_other_conversation_message,SQL_WRITE,postgresql:messages,test/web_persistence/test_phase_a_invariants.py:43,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_db_007_only_one_active_session,SQL_WRITE,postgresql:conversations,test/web_persistence/test_phase_a_invariants.py:118,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_db_007_only_one_active_session,SQL_WRITE,postgresql:sessions,test/web_persistence/test_phase_a_invariants.py:122,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_run_timestamps_tolerate_a_small_system_clock_rollback,SQL_WRITE,postgresql:runs,test/web_persistence/test_phase_a_invariants.py:154,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_run_timestamps_tolerate_a_small_system_clock_rollback,SQL_WRITE,postgresql:messages,test/web_persistence/test_phase_a_invariants.py:158,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_db_024_metadata_version_allows_one_writer,SQL_WRITE,postgresql:conversations,test/web_persistence/test_phase_a_invariants.py:232,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_auth_session_rejects_qq_binding,SQL_WRITE,postgresql:identity_bindings,test/web_persistence/test_phase_a_invariants.py:295,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_revoking_binding_with_live_auth_session_is_rejected,SQL_WRITE,postgresql:identity_bindings,test/web_persistence/test_phase_a_invariants.py:315,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_revoking_binding_with_live_auth_session_is_rejected,SQL_WRITE,postgresql:web_auth_sessions,test/web_persistence/test_phase_a_invariants.py:320,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_session_predecessor_must_be_earlier,SQL_WRITE,postgresql:conversations,test/web_persistence/test_phase_a_invariants.py:338,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_session_predecessor_must_be_earlier,SQL_WRITE,postgresql:sessions,test/web_persistence/test_phase_a_invariants.py:342,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_changing_predecessor_sequence_cannot_invalidate_successor,SQL_WRITE,postgresql:conversations,test/web_persistence/test_phase_a_invariants.py:361,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_changing_predecessor_sequence_cannot_invalidate_successor,SQL_WRITE,postgresql:sessions,test/web_persistence/test_phase_a_invariants.py:365,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_changing_predecessor_sequence_cannot_invalidate_successor,SQL_WRITE,postgresql:sessions,test/web_persistence/test_phase_a_invariants.py:370,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_db_002_run_cannot_reference_other_conversation_message,SQL_WRITE,postgresql:runs,test/web_persistence/test_phase_a_invariants.py:50,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_db_007_only_one_active_session,SQL_WRITE,postgresql:sessions,test/web_persistence/test_phase_a_invariants.py:127,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_db_009_and_015_context_filters_status_and_account,SQL_WRITE,postgresql:hpagent.runs,test/web_persistence/test_phase_a_invariants.py:138,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_db_016_retry_cannot_change_context_watermark,SQL_WRITE,postgresql:runs,test/web_persistence/test_phase_a_invariants.py:200,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_db_016_retry_cannot_change_context_watermark,SQL_WRITE,postgresql:messages,test/web_persistence/test_phase_a_invariants.py:206,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_db_018_reverse_terminal_mismatch_is_rejected,SQL_WRITE,postgresql:messages,test/web_persistence/test_phase_a_invariants.py:221,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_auth_session_rejects_qq_binding,SQL_WRITE,postgresql:web_auth_sessions,test/web_persistence/test_phase_a_invariants.py:302,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_revoking_binding_with_live_auth_session_is_rejected,SQL_WRITE,postgresql:identity_bindings,test/web_persistence/test_phase_a_invariants.py:327,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_session_predecessor_must_be_earlier,SQL_WRITE,postgresql:sessions,test/web_persistence/test_phase_a_invariants.py:348,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_changing_predecessor_sequence_cannot_invalidate_successor,SQL_WRITE,postgresql:sessions,test/web_persistence/test_phase_a_invariants.py:377,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_run_timestamps_tolerate_a_small_system_clock_rollback,SQL_READ,postgresql:runs,test/web_persistence/test_phase_a_invariants.py:167,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_run_timestamps_tolerate_a_small_system_clock_rollback,SQL_READ,postgresql:messages,test/web_persistence/test_phase_a_invariants.py:170,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_db_016_retry_cannot_change_context_watermark,SQL_READ,postgresql:runs,test/web_persistence/test_phase_a_invariants.py:188,DIRECT_SQL_LITERAL
test/web_persistence/test_phase_a_invariants.py::test_db_024_metadata_version_allows_one_writer,SQL_WRITE,postgresql:conversations,test/web_persistence/test_phase_a_invariants.py:236,DIRECT_SQL_LITERAL
